Lake,Year,Species,Developmental stage,GE
Acherito,2012,Alytes obstetricans ,T,2.69
Acherito,2012,Alytes obstetricans ,T,15.3
Acherito,2012,Alytes obstetricans ,T,19.4
Acherito,2012,Alytes obstetricans ,T,52.9
Acherito,2012,Alytes obstetricans ,T,3.53
Acherito,2012,Alytes obstetricans ,T,1.41
Acherito,2012,Alytes obstetricans ,T,65.8
Acherito,2014,Alytes obstetricans ,T,3.33
Acherito,2014,Alytes obstetricans ,T,0.79
Acherito,2014,Alytes obstetricans ,T,1.69
Acherito,2014,Alytes obstetricans ,T,4.01
Acherito,2014,Alytes obstetricans ,T,0.64
Acherito,2014,Alytes obstetricans ,T,0.62
Acherito,2014,Alytes obstetricans ,T,25.18
Acherito,2014,Alytes obstetricans ,T,1.53
Acherito,2014,Alytes obstetricans ,T,58.89
Acherito,2014,Alytes obstetricans ,T,16.66
Acherito,2014,Alytes obstetricans ,T,5.81
Acherito,2014,Alytes obstetricans ,T,11.13
Acherito,2014,Alytes obstetricans ,T,1.88
Acherito,2014,Alytes obstetricans ,T,93.86
Acherito,2014,Alytes obstetricans ,T,68.37
Acherito,2014,Alytes obstetricans ,T,13.17
Acherito,2014,Alytes obstetricans ,T,30.43
Acherito,2014,Alytes obstetricans ,T,13.92
Acherito,2014,Alytes obstetricans ,T,37.23
Acherito,2014,Alytes obstetricans ,T,9.06
Acherito,2014,Alytes obstetricans ,T,157.14
Acherito,2014,Alytes obstetricans ,T,36.52
Acherito,2014,Alytes obstetricans ,T,41.67
Acherito,2014,Alytes obstetricans ,T,8.14
Acherito,2014,Alytes obstetricans ,T,53.49
Acherito,2014,Alytes obstetricans ,T,116.99
Acherito,2014,Alytes obstetricans ,T,65.52
Acherito,2014,Alytes obstetricans ,T,64.09
Acherito,2014,Alytes obstetricans ,T,37.81
Acherito,2014,Alytes obstetricans ,T,14.15
