Lake,Year,Species,Developmental stage,GE
Arlet,2012,Alytes obstetricans,T,28.2
Arlet,2012,Alytes obstetricans,T,75.5
Arlet,2012,Alytes obstetricans,T,60.1
Arlet,2012,Alytes obstetricans,T,71.6
Arlet,2012,Alytes obstetricans,T,41.3
Arlet,2012,Alytes obstetricans,T,14
Arlet,2012,Alytes obstetricans,T,60.8
Arlet,2012,Alytes obstetricans,T,10.7
Arlet,2012,Alytes obstetricans,T,22.4
Arlet,2012,Alytes obstetricans,T,35.6
Arlet,2012,Alytes obstetricans,T,345.8
Arlet,2012,Alytes obstetricans,T,63.8
Arlet,2012,Alytes obstetricans,T,290.9
Arlet,2012,Alytes obstetricans,T,32.1
Arlet,2012,Alytes obstetricans,T,81.3
Arlet,2012,Alytes obstetricans,T,5.58
Arlet,2012,Alytes obstetricans,T,30.5
Arlet,2012,Alytes obstetricans,T,10.9
Arlet,2012,Alytes obstetricans,T,32.5
Arlet,2012,Alytes obstetricans,T,78.6
Arlet,2012,Alytes obstetricans,T,89.1
Arlet,2012,Alytes obstetricans,T,157.8
Arlet,2012,Alytes obstetricans,T,228.8
Arlet,2012,Alytes obstetricans,T,76.6
Arlet,2012,Alytes obstetricans,T,81.1
Arlet,2012,Alytes obstetricans,T,35.4
Arlet,2012,Alytes obstetricans,T,157.1
Arlet,2013,Alytes obstetricans,T,95.64107895
Arlet,2013,Alytes obstetricans,T,98.2988739
Arlet,2013,Alytes obstetricans,T,160.0776482
Arlet,2013,Alytes obstetricans,T,495.1570129
Arlet,2013,Alytes obstetricans,T,104.0537834
Arlet,2013,Alytes obstetricans,T,12.92002201
Arlet,2013,Alytes obstetricans,T,8.191801906
Arlet,2013,Alytes obstetricans,T,11.33094072
Arlet,2013,Alytes obstetricans,T,36.79976702
Arlet,2013,Alytes obstetricans,T,0.166794248
Arlet,2013,Alytes obstetricans,T,4535.303955
Arlet,2013,Alytes obstetricans,T,0.015906307
Arlet,2013,Alytes obstetricans,T,6.780981421
Arlet,2013,Alytes obstetricans,T,0.161570348
Arlet,2013,Alytes obstetricans,T,1.041526049
Arlet,2013,Alytes obstetricans,T,1.106215715
Arlet,2013,Alytes obstetricans,T,0.543736406
Arlet,2013,Alytes obstetricans,T,0.216539204
Arlet,2013,Alytes obstetricans,T,4.558524787
Arlet,2013,Alytes obstetricans,T,0.499402657
Arlet,2013,Alytes obstetricans,T,384.2075348
Arlet,2013,Alytes obstetricans,T,63.92382622
Arlet,2013,Alytes obstetricans,T,174.8387718
Arlet,2013,Alytes obstetricans,T,314.4661713
Arlet,2013,Alytes obstetricans,T,0.765004605
Arlet,2013,Alytes obstetricans,T,31.99748993
Arlet,2013,Alytes obstetricans,T,67.96302795
Arlet,2013,Alytes obstetricans,T,288.047657
Arlet,2013,Alytes obstetricans,T,63.18692207
Arlet,2013,Alytes obstetricans,T,1.731218547
Arlet,2013,Alytes obstetricans,T,331.0668564
Arlet,2013,Alytes obstetricans,T,213.7627411
Arlet,2013,Alytes obstetricans,T,4293.778076
Arlet,2013,Alytes obstetricans,T,396.8413162
Arlet,2013,Alytes obstetricans,T,266.794281
Arlet,2013,Alytes obstetricans,T,551.5251923
Arlet,2013,Alytes obstetricans,T,977.1192932
Arlet,2013,Alytes obstetricans,T,258.6221504
Arlet,2013,Alytes obstetricans,T,1194.346161
Arlet,2013,Alytes obstetricans,T,7461.315918
Arlet,2013,Alytes obstetricans,T,80.26262283
Arlet,2013,Alytes obstetricans,T,102.4314117
Arlet,2013,Alytes obstetricans,T,4589.102173
Arlet,2013,Alytes obstetricans,T,309.8612595
Arlet,2013,Alytes obstetricans,T,439.4488525
Arlet,2013,Alytes obstetricans,T,545.6892395
Arlet,2013,Alytes obstetricans,T,778.2273865
Arlet,2013,Alytes obstetricans,T,4813.419189
Arlet,2013,Alytes obstetricans,T,463.8596344
Arlet,2013,Alytes obstetricans,T,510.6830978
Arlet,2013,Alytes obstetricans,T,56.03972435
Arlet,2013,Alytes obstetricans,T,12.52138972
Arlet,2013,Alytes obstetricans,T,164.9915504
Arlet,2013,Alytes obstetricans,T,218.1554031
Arlet,2013,Alytes obstetricans,T,50.38422585
Arlet,2013,Alytes obstetricans,T,93.54104996
Arlet,2013,Alytes obstetricans,T,1622.708282
Arlet,2013,Alytes obstetricans,T,7.99012661
Arlet,2013,Alytes obstetricans,T,833.351593
Arlet,2013,Alytes obstetricans,T,0.172571056
Arlet,2016,Alytes obstetricans,T,3.1197
Arlet,2016,Alytes obstetricans,T,5.99464
Arlet,2016,Alytes obstetricans,T,7.81058
Arlet,2016,Alytes obstetricans,T,27.6894
Arlet,2016,Alytes obstetricans,T,52.7987
Arlet,2016,Alytes obstetricans,T,107.211
Arlet,2016,Alytes obstetricans,T,626.992
Arlet,2016,Alytes obstetricans,T,61.1252
Arlet,2016,Alytes obstetricans,T,1.53334
Arlet,2016,Alytes obstetricans,T,112.194
Arlet,2016,Alytes obstetricans,T,0.813241
Arlet,2016,Alytes obstetricans,T,0.431077
Arlet,2016,Alytes obstetricans,T,289.483
Arlet,2016,Alytes obstetricans,T,306.634
Arlet,2016,Alytes obstetricans,T,200.732
Arlet,2016,Alytes obstetricans,T,1.68315
Arlet,2016,Alytes obstetricans,T,4.06061
Arlet,2016,Alytes obstetricans,T,115.927
Arlet,2016,Alytes obstetricans,T,28.1953
Arlet,2016,Alytes obstetricans,T,2.20888
Arlet,2016,Alytes obstetricans,T,249.71
Arlet,2016,Alytes obstetricans,T,1.02506
Arlet,2016,Alytes obstetricans,T,5.35964
Arlet,2016,Alytes obstetricans,T,572.89
Arlet,2016,Alytes obstetricans,T,4.50453
Arlet,2016,Alytes obstetricans,T,7.1109
Arlet,2016,Alytes obstetricans,T,17.2686
Arlet,2016,Alytes obstetricans,T,15.8346
Arlet,2016,Alytes obstetricans,T,76.0198
Arlet,2016,Alytes obstetricans,T,352.948
Arlet,2016,Alytes obstetricans,T,817.818
Arlet,2016,Alytes obstetricans,T,110.09
Arlet,2016,Alytes obstetricans,T,137.463
Arlet,2016,Alytes obstetricans,T,12.5553
Arlet,2016,Alytes obstetricans,T,51.4912
Arlet,2016,Alytes obstetricans,T,13.6997
Arlet,2016,Alytes obstetricans,T,2.87446
Arlet,2016,Alytes obstetricans,T,0.322097
Arlet,2016,Alytes obstetricans,T,12.136
Arlet,2016,Alytes obstetricans,T,5.90975
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
