Lake,Species ,Development Stage,Year,GE
Arlet,Alytes obstetricans ,Over-wintered tadpole,2018,0
Arlet,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,1.882234663
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Lhurs,Alytes obstetricans ,Over-wintered tadpole,2018,0
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,4.605200291
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,11.87843919
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,53.39574814
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,0.509546176
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,82.75740623
Ansabere,Alytes obstetricans ,Over-wintered tadpole,2018,10.65387487
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,24.19234276
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0.57684876
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,1.926409602
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0.492823124
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,1.097671688
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0.062121674
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0.497877002
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,89.96388435
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,23.47529411
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,1.584982276
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,72.78808594
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,0.253545661
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,1.727787405
Acherito,Alytes obstetricans ,Over-wintered tadpole,2018,8.838567734
